CARDHLDR,DEFAULT,AGE,ACADMOS,ADEPCNT,MAJORDRG,MINORDRG,OWNRENT,INCOME,SELFEMPL,INCPER,EXP_INC,SPENDING
0,0,22.416666,106,1,0,0,0,1400,0,8400,0.0007143, 
1,0,27.416666,12,0,0,0,1,2666.666667,0,72000,0.1309001,349.0670125
1,0,27.583334,14,1,0,0,1,1833.333333,0,19000,0.0452358,82.9322754
1,0,33.5,72,0,0,0,0,1666.666667,1,20000,0.0006,1
1,0,31.833334,18,0,0,0,0,4166.666667,0,50000,0.0123942,51.6425003
1,0,25.666666,3,0,0,0,1,2750,0,94500,0.0475132,130.6613768
0,0,22.25,18,0,4,0,0,2066.666667,0,24800,0.0004839, 
1,0,39.8333321,14,1,0,1,0,4166.666667,0,25000,0.0542184,225.9100011
0,0,20.75,24,0,0,0,0,1333.333333,0,16000,0.00075, 
1,0,42.6666679,45,0,0,0,0,1600,0,19200,0.0142708,22.8333339
0,0,39.4166679,24,3,0,0,0,1500,0,4500,0.0006667, 
1,0,24.5,15,3,0,1,0,2250,0,6750,0.0925507,208.2391642
1,0,38.8333321,96,0,0,0,0,1303.75,0,15645,0.0574887,74.9508373
1,0,30.583334,104,0,0,0,0,1750,0,21000,0.1468857,257.049989
1,0,26.5,48,0,0,0,0,2833.333333,0,34000,0.0275976,78.1933336
1,0,47.8333321,96,1,0,1,1,3333.333333,0,20000,0.0518145,172.7150008
1,0,41.4166679,36,1,0,0,0,2666.666667,0,16000,0.0796972,212.5258247
1,0,33.9166679,144,3,1,0,1,3000,0,9000,0.0757556,227.2666767
1,1,58.75,192,0,0,2,1,1601.666667,0,24888,0.0157855,25.2831397
1,0,22.083334,72,0,0,0,1,2083.333333,0,26052,0.0992883,206.8507175
0,0,25.166666,60,0,2,0,0,1250,0,35000,0.0003429, 
1,1,28.333334,108,1,0,0,0,1716.666667,0,10300,0.0767243,131.7099943
1,0,76.3333359,136,1,0,0,1,1418.916667,0,8513.5,0.0032889,4.6666668
1,0,32.8333321,42,0,2,0,0,4000,0,48000,0.0859287,343.7149823
0,0,20.333334,19,0,0,0,0,2500,0,30000,0.0004, 
0,0,48.25,36,2,0,0,0,1500,0,7333.333496,0.0005455, 
0,0,43.8333321,11,1,0,0,0,2000,0,12000,0.0005, 
0,0,31.083334,66,0,0,0,0,1416.666667,0,17000,0.0007059, 
0,0,41.0833321,78,0,1,1,0,1958.333333,0,27500,0.0004364, 
0,0,20.166666,4,1,0,0,1,1666.666667,0,10000,0.0006, 
0,0,34.5,30,1,6,2,0,1200,0,10200,0.0005882, 
1,0,34.5833321,38,3,0,0,0,1500,0,4500,0.0798194,119.7291613
1,0,20.833334,14,0,0,0,0,1260.5,0,15126,0.1202631,151.5916653
0,0,34.6666679,14,0,0,0,0,2333.333333,0,28000,0.0004286, 
1,0,25,9,0,0,0,0,2010,0,24120,0.0393719,79.1374971
1,0,33.8333321,36,2,0,0,0,900,0,10266.66699,0.2420951,217.8856283
1,0,27.166666,2,0,0,0,0,2708.333333,0,32500,0.0003692,1
1,0,25.583334,24,9,0,0,0,2200,0,2640,0.1700072,374.0158379
1,1,22.916666,12,0,0,0,0,1666.666667,0,20000,0.0340935,56.8224986
1,0,49.6666679,101,0,0,0,1,3866.666667,0,46400,0.0450955,174.3691643
1,1,37,121,4,0,0,0,333.3333333,0,7093,0.2171625,72.3875165
1,0,37.3333321,85,0,1,0,1,2083.333333,0,30000,0.5009254,1043.594504
1,0,20.75,24,0,0,0,0,1250,0,15000,0.1964213,245.5266751
1,0,28.25,36,0,0,0,1,2083.333333,0,25000,0.1686516,351.3574911
1,0,42.0833321,24,1,0,0,1,2083.333333,1,12500,0.00048,1
1,0,72.9166641,132,0,0,0,0,3166.666667,0,53000,0.0916802,290.3206063
1,0,26.083334,52,0,0,0,0,2333.333333,0,35000,0.08595,200.5500048
1,0,36.4166679,12,0,0,0,0,4166.666667,0,50000,0.0929002,387.0841737
1,0,42.75,144,0,0,1,0,3800,0,45600,0.049659,188.7041673
1,0,46.8333321,12,1,0,0,1,8333.25,0,49999.5,0.0578673,482.2224895
0,0,50.4166679,36,0,2,2,1,4166.666667,0,63000,0.0001905, 
1,0,22.25,75,0,0,0,0,1400,0,16800,0.0694845,97.2783342
1,0,36.9166679,72,4,2,0,1,3333.333333,0,12000,0.0433557,144.5188994
1,0,27.583334,30,0,0,0,0,2000,0,27600,0.0103623,20.7246374
1,0,24.666666,108,0,0,0,0,2500,0,30000,0.0196667,49.1666654
1,1,22.5,23,2,0,0,1,1000,0,8450,0.1013325,101.3325453
1,0,42.25,66,0,2,2,0,2000,0,24000,0.0875996,175.199151
1,0,49.3333321,208,1,0,0,1,3298.75,0,19792.5,0.067588,222.9558216
0,0,40.9166679,50,0,7,4,0,2699,0,32388,0.0003705, 
1,0,28.666666,15,0,0,0,1,5200,0,62400,0.0280923,146.0800014
1,0,25.333334,4,0,0,0,0,2000,0,24000,0.2408771,481.7541838
1,0,37.5,24,2,0,0,1,2291.666667,0,13945.66699,0.0502577,115.1738223
1,0,32.9166679,12,0,0,0,1,2625,0,31500,0.0072295,18.9774998
1,0,34.1666679,23,2,0,0,0,1833.333333,0,9416.666992,0.0042478,7.7876102
1,0,38.25,24,4,0,0,1,3333.333333,0,8000,0.1351,450.3333569
0,0,35.1666679,38,0,2,0,0,3200,0,38400,0.0003125, 
0,0,34.9166679,12,0,1,1,0,1666.666667,1,20000,0.0006, 
1,0,35,60,0,0,0,0,2500,0,30000,0.0566823,141.7058334
1,0,37.1666679,30,1,0,0,0,2500,0,15000,0.027314,68.2849996
1,0,26.416666,60,0,0,0,0,2066.666667,0,24800,0.1596314,329.9049884
0,0,30.583334,12,1,3,0,0,2233.333333,0,13400,0.0004478, 
0,0,20.916666,8,0,0,0,0,1333.333333,0,16000,0.00075, 
1,1,33,12,1,0,0,0,1300,0,14700,0.1929207,250.7969677
1,0,73.0833359,60,0,1,0,0,2604.166667,0,43994,0.0178636,46.5197227
1,0,27.916666,36,0,3,3,1,3750,0,49000,0.0079422,29.7834165
1,0,21.583334,39,0,0,0,0,2000,0,24000,0.1379375,275.8750021
1,0,31.833334,62,0,0,0,0,2083.333333,0,25000,0.0159512,33.2316655
1,0,23.75,6,0,0,0,0,1833.333333,0,22000,0.064145,117.5991644
1,0,39.8333321,96,1,0,0,0,3333.333333,0,20000,0.0191507,63.8358295
1,0,30,48,1,2,2,1,4041.666667,0,24250,0.3213647,1298.84912
0,0,32.8333321,18,0,9,0,0,2666.666667,0,62000,0.0001935, 
1,0,46.4166679,42,0,0,0,1,3490.333333,0,48829,0.0936464,326.8571503
0,0,25.916666,13,1,0,0,0,1576,0,12660,0.0004739, 
0,0,41.8333321,9,3,0,0,0,8333.25,0,33999.75,0.0000882, 
1,0,20.083334,60,0,0,0,0,1500,0,18000,0.2876272,431.4408302
1,0,23.416666,6,0,0,0,0,1875,0,22500,0.1044862,195.9116617
1,0,25.75,110,2,0,0,1,2666.666667,0,10666.66699,0.1204228,321.1274743
1,0,29.75,3,2,0,0,0,5833.333333,0,23333.33398,0.1086953,634.0558206
0,0,33.9166679,72,2,7,2,1,2250,0,13333.33301,0.0003, 
1,0,30.916666,10,0,0,0,1,3692.25,0,44307,0.0398777,147.2383335
1,0,44.9166679,30,0,0,0,1,1666.666667,0,20000,0.3969685,661.6141895
1,0,38.3333321,24,0,0,0,0,2000,0,24000,0.0247083,49.416665
1,0,30,14,0,0,0,1,3333.333333,0,40000,0.0140187,46.7291661
1,0,43.5,60,0,0,1,1,1250,0,65000,0.0375918,46.989806
1,0,71.6666641,167,2,0,0,1,2958.333333,1,19324.33398,0.0124622,36.8672856
0,0,24.5,27,0,0,0,0,1819.916667,0,21839,0.0005495, 
1,0,46.3333321,186,2,0,0,1,2500,0,11450,0.0620952,155.2379876
1,0,28.083334,7,2,0,0,1,4291.666667,0,17166.66602,0.031653,135.8441651
1,0,26,5,0,1,0,0,2083.333333,0,25000,0.2564708,534.3141655
0,0,18.833334,3,0,0,0,0,1541.666667,0,18500,0.0006486, 
1,0,28.5,18,1,0,0,0,3041.666667,0,28750,0.0113217,34.436957
1,0,14.25,10,2,0,0,0,2666.666667,0,10666.66699,0.0334769,89.2716646
1,0,26.416666,9,0,0,0,0,3025,0,36300,0.0517066,156.4124904
1,0,47.4166679,9,2,0,0,0,2500,0,10000,0.1054,263.5000087
1,0,42,18,2,0,0,0,4147,0,16588,0.0491299,203.7416627
1,0,32.8333321,6,1,0,0,0,100,0,6600,0.0387553,3.8755305
0,0,26,32,0,3,1,0,1000,0,15000,0.0008, 
1,0,38.0833321,3,0,0,0,0,3333.333333,0,40000,0.101365,337.8833334
1,0,27,22,0,0,0,0,2666.666667,0,32000,0.0106922,28.5125002
1,0,48.8333321,60,0,2,0,0,2666.666667,0,42000,0.0189286,50.4761885
0,0,58.9166679,90,1,9,0,1,3250,0,24500,0.0002449, 
1,0,24.833334,4,0,0,0,0,2500,0,30000,0.1376827,344.2066535
0,0,25.833334,18,0,0,0,0,3250,0,39000,0.0003077, 
0,0,25,17,0,0,0,0,1600,0,19200,0.000625, 
0,0,56.9166679,35,0,0,0,1,1200,0,20400,0.0005882, 
1,0,30.166666,43,4,1,0,1,2867,0,14580.7998,0.078185,224.156415
1,1,28.916666,101,1,0,0,0,2250,0,25000,0.0605034,136.1326519
1,1,22.25,12,0,0,0,0,2083.333333,0,33000,0.139697,291.0353554
1,0,35.75,120,4,0,0,0,3000,1,7200,0.102885,308.6550012
1,0,32.5,40,0,0,0,0,1750,0,21000,0.0798152,139.6766677
1,0,24.916666,6,0,0,0,0,2233.333333,0,28800,0.0485792,108.4934743
1,0,25.083334,300,0,0,0,1,3750,0,75000,0.0487011,182.6289995
1,0,43.5,72,1,0,0,0,4666.666667,0,28000,0.1308421,610.596627
0,0,21.5,27,3,1,0,0,1290,0,8670,0.000346, 
1,0,26.583334,37,0,0,0,1,2625,0,61500,0.0280289,73.5759744
1,0,25.75,9,0,0,0,0,2833.333333,0,34000,0.1066868,302.2791843
0,0,26.416666,6,0,3,0,0,2666.666667,0,32000,0.000375, 
1,1,21.833334,36,0,0,0,1,1250,0,21000,0.3766533,470.8166793
1,0,28.916666,23,1,1,2,0,1838.5,0,23031,0.0150063,27.5890758
1,0,29.416666,20,0,0,0,0,2083.333333,0,25000,0.00872,18.1666672
1,0,22.75,15,0,0,0,0,1916.666667,0,23000,0.0793922,152.1683304
0,0,24.166666,5,0,1,0,0,2000,1,24000,0.0005, 
1,1,19,18,0,0,0,0,2083.333333,0,25000,0.089608,186.6833307
0,0,37.5,24,2,0,0,0,1791.666667,0,7166.666504,0.0005581, 
1,0,46.5,36,3,0,1,1,3833.333333,0,11500,0.0934926,358.3883469
1,0,24.666666,120,0,0,0,0,1750,0,24000,0.0565738,99.0040665
1,0,35.25,48,1,0,0,0,2916.666667,0,17500,0.0701143,204.4999972
0,0,32.25,36,2,0,0,1,1916.666667,0,8333.333008,0.00048, 
1,0,29.416666,36,1,0,0,0,4416.666667,0,26500,0.0428183,189.1141602
1,0,34.5833321,31,1,0,0,0,2717,0,16302,0.0291072,79.0841662
1,0,25.75,12,0,0,0,1,4166.666667,0,50000,0.022936,95.5666648
0,0,51.9166679,63,0,12,0,1,3000,1,36000,0.0003333, 
1,0,24.5,16,0,0,0,0,1166.666667,0,16400,0.1508085,175.9433001
1,0,30.083334,18,0,0,0,0,1916.666667,0,23000,0.0347391,66.5833311
1,0,41.9166679,40,1,0,0,1,4295,0,25770,0.1332313,572.2282932
1,0,39.6666679,9,1,0,0,1,7916.666667,0,55000,0.5080354,4021.946614
1,0,24.666666,4,1,0,0,0,1360,0,8160,0.1754246,238.5775042
1,0,33.6666679,18,2,0,0,0,1666.666667,0,7666.666504,0.1822557,303.7594507
1,1,19.833334,8,0,0,0,0,2500,0,30000,0.075674,189.1849935
1,1,20.833334,13,0,0,0,1,1400,0,16800,0.1783857,249.7400075
1,0,40.75,38,2,0,0,1,3666.666667,0,26666.66602,0.0466714,171.1283773
0,0,23,33,0,0,0,1,2500,0,30000,0.0004, 
1,0,22,13,0,0,0,0,1800,0,21600,0.2160764,388.9375269
0,0,27.833334,24,0,21,0,0,3125,0,37500,0.00032, 
0,0,44.1666679,58,2,4,2,0,4166.666667,0,16666.66602,0.00024, 
1,0,35.5,6,0,0,0,1,8333.25,0,99999,0.0282614,235.5091627
1,0,25.416666,51,0,0,0,0,2916.666667,0,35000,0.1232571,359.5000071
1,0,26.666666,84,0,0,0,1,3750,0,45000,0.0149811,56.1791682
1,0,24.25,6,3,1,1,0,1000,0,13920,0.0320014,32.0014395
1,0,20.416666,0,0,0,0,0,1083.333333,0,25000,0.0187944,20.3606007
0,0,0.1666667,9,1,0,0,0,2083.333333,0,12500,0.00048, 
1,0,21.166666,14,0,0,0,1,2250,0,27000,0.1035389,232.9625096
0,0,26.916666,46,1,0,0,0,3490,0,20940,0.0002865, 
1,0,26.083334,24,0,0,0,0,2000,1,24000,0.3166092,633.218348
1,0,31.333334,17,2,0,0,1,1833.333333,0,7333.333496,0.0421618,77.2966674
1,0,29,36,0,0,0,0,1250,0,15000,0.082634,103.2925025
1,0,29.916666,2,0,0,0,0,1833.333333,0,22000,0.0417955,76.6250007
1,0,32.0833321,126,0,0,0,0,2500,0,54000,0.079295,198.2375048
1,1,55.3333321,173,3,1,0,1,4830,0,14490,0.0992353,479.3066608
1,0,33.6666679,119,2,1,3,1,3666.666667,0,16666.66602,0.0365978,134.1919315
1,0,50.75,119,1,0,0,1,3916.666667,0,37500,0.0114417,44.8134569
1,0,28.25,18,1,0,0,0,1500,0,9000,0.0235228,35.2841662
1,0,35.9166679,56,3,0,0,0,1500,0,5700,0.0050439,7.5657894
1,0,26.416666,30,0,0,0,0,1166.666667,0,15000,0.1184327,138.1714406
1,1,48.4166679,195,1,1,0,1,1583.333333,0,9500,0.1524737,241.4166729
1,0,32.0833321,24,0,0,0,0,2800,0,33600,0.0406324,113.7708262
1,0,41.0833321,59,3,0,0,1,7333.333333,0,22000,0.0256767,188.2958362
0,0,42.0833321,36,2,0,0,1,3750,0,15000,0.0002667, 
0,0,32.5,14,2,5,1,0,1688,0,6752,0.0005924, 
0,0,20.5,30,0,0,0,1,1000,0,12000,0.001, 
1,0,19.333334,3,0,0,0,0,1800,0,21600,0.1855782,334.0408087
1,1,39.6666679,2,2,0,0,1,5916.666667,0,33666.66797,0.1970587,1165.930686
1,1,32.3333321,73,3,0,0,1,2166.666667,0,6500,0.0004615,1
1,0,29,24,2,0,0,0,3833.333333,0,15333.33301,0.2112543,809.8083163
1,1,40.6666679,102,0,1,1,1,2500,0,30000,0.0909187,227.296669
1,1,21.75,21,0,0,0,0,1476,0,17712,0.1116509,164.796661
1,0,47.5,18,0,0,0,1,5416.666667,0,65000,0.0548872,297.305837
1,0,27.833334,24,1,0,0,1,4166.666667,0,25000,0.0289768,120.7366663
1,0,33.6666679,48,3,0,0,1,3750,0,11250,0.2196342,823.628325
1,0,23,15,0,0,0,0,2083.333333,0,25000,0.0276576,57.6200002
1,0,21.833334,39,0,0,0,0,2500,0,30000,0.0004,1
1,0,46.8333321,190,1,0,0,1,3500,0,21000,0.0740083,259.0291835
1,0,30.833334,72,2,0,0,1,2500,0,10000,0.062629,156.5724984
1,0,26.25,17,0,2,0,0,1500,0,21100,0.1963265,294.489786
0,0,25.75,6,0,0,0,0,1916.666667,0,30000,0.0004, 
0,0,30.083334,16,3,11,0,0,1250,0,7500,0.0004, 
1,0,25.666666,46,1,0,0,1,1916.666667,0,11500,0.0455839,87.3691704
0,0,30.416666,79,0,3,1,1,2666.666667,0,32000,0.000375, 
1,0,40,4,0,0,1,1,2583.333333,0,38000,0.0017368,4.4868421
1,0,31.583334,59,0,0,0,0,1250,0,27000,0.003,3.75
0,0,24.5,7,2,0,0,0,1216.666667,0,5266.666504,0.0007595, 
0,0,38.3333321,18,0,0,0,0,1600,0,19200,0.000625, 
1,0,24.5,6,0,0,0,0,1566.666667,0,18800,0.0703191,110.1666619
0,0,26.5,17,0,4,0,0,1625,0,19500,0.0006154, 
1,0,46.25,76,0,0,0,1,1666.666667,0,20000,0.00685,11.4166667
1,1,36.5833321,10,3,2,1,1,3250,0,9750,0.0378356,122.9658388
1,0,23.75,72,0,0,0,0,1500,0,18000,0.0421256,63.1883349
1,0,50.0833321,60,1,0,0,1,2333.333333,0,20750,0.0041205,9.6144583
1,0,22.833334,53,2,0,0,0,2083.333333,0,8333.333008,0.019932,41.5249999
1,0,20.5,6,0,0,0,0,1083.333333,0,15400,0.0895968,97.0631521
0,0,45.9166679,125,1,4,0,1,2200,0,15200,0.0003947, 
1,0,42.5,27,3,0,0,1,4916.666667,0,14750,0.0826424,406.3250174
1,1,20.083334,9,0,1,0,0,1916.666667,0,23000,0.1064296,203.9900081
1,0,33.0833321,39,0,0,0,0,5000,0,60000,0.0253165,126.5824959
1,0,44.25,31,0,0,0,1,1280,0,26880,0.0169751,21.728096
1,0,41.0833321,66,3,0,0,1,3750,0,11250,0.0373884,140.2066648
1,0,59.5833321,96,1,1,0,1,2083.333333,1,25000,0.0942086,196.2679128
1,0,39.8333321,24,5,0,2,1,3291.666667,0,7750,0.0621609,204.6128333
1,0,45,85,1,0,0,0,1350,0,8100,0.0234457,31.6516665
1,0,24.833334,5,2,0,0,0,1666.666667,0,9333.333008,0.0096786,16.1309525
0,0,28,5,1,0,0,0,1250,0,7500,0.0008, 
1,0,33.3333321,15,3,0,0,1,2000,0,16000,0.0423259,84.6518725
1,0,20.833334,5,0,0,0,0,1958.333333,0,23500,0.0005106,1
1,1,46.8333321,143,0,1,0,1,1666.666667,0,20000,0.08695,144.9166611
1,0,36.6666679,39,2,0,0,0,2916.666667,0,11666.66699,0.0103943,30.3166658
0,0,29.5,36,0,0,0,0,2750,0,33000,0.0003636, 
0,0,29.833334,24,1,3,1,0,1712,0,17827,0.0003366, 
1,0,41.0833321,51,3,0,0,1,3000,0,9000,0.0237458,71.2374989
1,0,23.25,12,0,0,0,0,1150,0,19800,0.0326611,37.5602767
1,0,54.6666679,49,1,0,0,1,8333.25,0,99999,0.0161049,134.205842
1,0,40.5,110,4,0,0,1,3812.5,0,9150,0.0585698,223.2974907
1,0,53.25,189,0,0,0,1,2083.333333,0,25000,0.2004924,417.6924936
1,0,28.416666,20,0,0,1,0,2333.333333,0,28000,0.0759868,177.3025046
1,0,38.6666679,36,0,0,0,1,2125,0,30000,0.0595047,126.447414
1,0,51.6666679,121,0,0,0,1,2500,0,30000,0.0721063,180.265829
1,0,38.5833321,85,0,0,0,0,1333.333333,0,61000,0.0061792,8.2389067
1,0,33.5833321,30,0,2,0,0,3166.666667,0,38000,0.0675734,213.9824989
1,1,23.583334,26,0,0,0,0,1417,0,21804,0.3740396,530.0141418
1,0,37.5833321,3,4,0,0,1,4277.5,0,10466,0.0668636,286.0088744
0,0,26.833334,48,0,0,0,0,2166.666667,0,26000,0.0004615, 
1,0,33.9166679,60,2,0,0,0,3750,0,17000,0.0070196,26.3235293
1,0,29.25,30,0,0,0,0,1250,0,15000,0.0255493,31.9366669
1,0,24.75,72,0,0,0,0,1816.666667,0,21800,1.3430884,2439.943906
1,0,41.8333321,84,3,1,2,1,4166.666667,0,12500,0.1501082,625.450847
1,0,41.5833321,120,3,0,0,1,1000,0,20400,0.0654631,65.4631108
1,0,38,72,0,0,0,0,3000,0,36000,0.0685764,205.7291642
1,1,24.666666,6,3,0,0,0,1575,0,10975,0.0426401,67.1581417
1,1,39,3,2,0,0,0,1400,0,13550,0.0287938,40.3113887
1,0,39.25,36,3,0,0,0,1083.333333,0,4600,0.003587,3.8858696
1,0,36.9166679,26,1,0,0,1,2333.333333,0,14000,0.0317186,74.0099984
0,0,28.75,6,2,2,0,1,2750,0,15000,0.0002667, 
1,1,21.916666,9,0,0,0,0,2000,0,24000,0.0291725,58.3450012
0,0,47.5,180,2,2,0,1,1912,0,7648,0.000523, 
1,0,45.5833321,126,0,0,0,0,1750,0,21000,0.0949324,166.1316473
1,0,43.25,78,1,0,0,1,2500,1,18000,0.0162175,40.5437453
1,0,59.25,12,0,0,0,1,5666.666667,0,83000,0.0548025,310.5476672
1,0,40.3333321,7,0,2,1,0,3166.666667,0,38000,0.0135042,42.7633314
0,0,23.083334,50,0,2,0,0,2083.333333,0,25000,0.00048, 
0,0,30.583334,38,0,4,0,0,1400,0,16800,0.0007143, 
1,0,36.4166679,4,3,2,2,0,2847,0,14041,0.025943,73.8595828
1,0,28.916666,6,0,0,3,0,1666.666667,0,20000,0.0060325,10.0541666
1,0,27.5,12,0,0,0,0,1041.666667,0,17300,0.023252,24.2208577
1,0,24.333334,28,2,0,1,0,1416.666667,0,5666.666504,0.0163576,23.1733336
1,1,20,6,1,0,0,0,1650,0,9900,0.2646298,436.6391882
1,0,34.0833321,6,1,0,0,0,1666.666667,0,10000,0.2520665,420.1108217
1,1,49.0833321,16,0,0,0,1,2083.333333,0,53000,0.0576968,120.2016526
1,0,43.9166679,12,3,4,0,1,3166.666667,0,14500,0.2508397,794.3255603
1,0,28.333334,36,2,1,2,1,2750,0,18333.33398,0.06644,182.7100031
1,0,30.833334,18,0,0,2,0,2083.333333,0,25000,0.054912,114.4000019
0,0,36,90,2,0,0,1,1100,1,6733.333496,0.0005941, 
1,0,34.9166679,24,3,0,0,1,2810,0,8430,0.0450317,126.5391615
1,0,34.1666679,96,2,0,1,1,2500,0,10000,0.4438867,1109.716669
1,0,32.4166679,12,1,0,0,0,3500,0,21000,0.0700733,245.2566512
1,0,37.5833321,18,2,0,0,1,5416.666667,0,21666.66602,0.0232391,125.8783291
0,0,38.0833321,6,3,0,0,0,3000,1,10750,0.0002791, 
1,0,39.1666679,63,3,0,0,1,5100,0,15300,0.123785,631.3032925
1,0,28.5,37,2,0,0,0,2250,0,9000,0.1288644,289.944984
1,0,26.916666,9,1,0,0,0,2166.666667,0,20280,0.0203516,44.0950847
1,0,36.6666679,10,1,0,0,1,3416.666667,0,23625,0.0664212,226.938984
1,0,35.8333321,8,0,0,0,0,2083.333333,0,25000,0.0457076,95.2241632
1,0,28.666666,24,0,0,0,1,3333.333333,0,40000,0.0997338,332.44585
1,0,23.583334,8,0,0,0,0,1899.166667,0,22790,0.4527499,859.847477
1,0,26.666666,15,0,0,0,0,2083.333333,0,25000,0.3265208,680.2516679
1,0,29,43,2,0,0,0,1083.333333,0,7875,0.1044347,113.1375985
1,0,51.75,60,1,0,0,1,2880,0,23616,0.0216554,62.3676842
1,1,23.5,12,0,1,2,0,1900,0,22800,0.1289342,244.9749887
0,0,42.6666679,39,2,0,0,0,1160,0,7660,0.0005222, 
1,0,32.25,9,0,0,0,0,1755,0,21060,0.1647802,289.1891717
1,0,19.75,18,0,0,0,0,1500,0,36000,0.0389722,58.458332
1,0,29.333334,13,1,0,1,0,2500,0,30000,0.0204673,51.1683291
1,0,29.583334,36,0,0,0,0,1833.333333,0,22000,0.2157277,395.5008412
1,0,43.1666679,3,2,0,0,1,2500,0,14000,0.01844,46.0999971
1,0,27.333334,88,0,0,0,1,2384,0,28608,0.1260494,300.5016615
1,0,41.1666679,36,0,0,0,0,1951,0,32520,0.002706,5.2794589
1,0,41,13,0,0,0,1,2458.333333,0,29500,0.2644888,650.2016733
1,0,53.5,57,0,0,0,1,1000,0,15000,0.0008,0.8
1,1,30.25,7,1,0,0,0,2500,0,15000,0.0880463,220.1158367
1,0,23.5,48,0,0,0,1,2083.333333,0,29000,0.0044138,9.1954028
1,0,45.5833321,54,2,0,0,1,1406,0,6024,0.0921835,129.6099703
1,0,29.666666,13,2,0,0,1,5000,1,23000,0.0508514,254.2572469
1,1,46.5,60,4,0,0,0,360,0,3858,0.1204495,43.3618033
1,0,39.5,120,0,0,0,1,3300,0,39600,0.0049848,16.4500006
1,0,38.75,42,4,0,1,0,2500,0,10000,0.1075486,268.8714862
1,0,33.0833321,30,0,0,0,1,1578.833333,0,18946,0.0034836,5.4999999
1,0,35.4166679,107,0,0,0,1,2916.666667,0,35000,0.0487669,142.2366717
1,0,0,96,1,0,0,1,2666.666667,0,16000,0.00525,13.9999998
1,1,26.083334,24,0,0,0,0,1333.333333,0,23000,0.0356087,47.4782586
1,0,37.5,84,0,0,0,1,1833.333333,0,22000,0.0341795,62.6625009
1,0,20.5,3,0,0,0,0,1333.333333,0,16000,0.0838319,111.7758354
1,0,35.3333321,43,0,0,0,0,1500,0,20500,0.1171083,175.6624393
1,0,36.5833321,96,1,0,1,0,1750,0,10500,0.0170476,29.833334
1,0,22.25,24,0,0,1,1,4583.333333,0,55000,0.0122969,56.3608308
1,0,34,7,0,0,0,0,3720,0,44640,0.0140432,52.2408281
1,0,30.166666,15,1,0,0,0,1416.666667,0,8500,0.0552706,78.2999971
1,0,42.5,55,0,0,0,0,3500,0,42000,0.0355602,124.4608369
1,0,30.833334,25,2,0,0,1,2625,0,10500,0.172247,452.1483164
0,0,57.5,12,0,0,0,0,1000,0,21600,0.0005556, 
1,0,30.333334,22,0,0,0,0,2916.666667,0,45000,0.1647451,480.5065629
1,0,35.25,96,2,0,1,1,2435.666667,0,11242.66699,0.0247738,60.3406662
1,0,23.333334,38,1,0,0,1,2000,0,12000,0.0381279,76.2558356
1,0,22.083334,195,0,0,0,0,1473.333333,0,17680,0.0092161,13.5783338
1,0,32,12,1,0,1,0,2083.333333,0,15100,0.0260007,54.1680454
1,0,29.75,60,0,0,0,1,6166.666667,0,74000,0.0266715,164.4741635
1,0,28.916666,15,0,0,0,0,1863.333333,0,22360,0.1524486,284.0624924
1,1,23.916666,6,0,0,1,0,2416.666667,0,29000,0.1093166,264.181663
1,0,40.4166679,32,3,0,0,1,1350,0,4050,0.1173852,158.4700014
1,1,27.75,3,0,0,0,0,1416.666667,0,22000,0.1403464,198.8240145
1,0,51.4166679,251,1,0,0,1,3726,0,44604,0.0431328,160.7127734
1,0,43.6666679,134,1,0,0,1,2000,0,12000,0.1260417,252.0833313
0,0,30.833334,19,1,0,0,0,1800,1,16800,0.0003571, 
1,0,45.1666679,60,1,0,0,1,4000,0,24000,0.0197573,79.0291652
1,1,25,31,0,0,0,1,2681,0,37172,0.0775753,207.9794489
1,0,29.666666,30,2,0,0,1,2400,0,9600,0.0426653,102.396664
0,0,43.25,9,0,1,0,0,2166.666667,0,26000,0.0004615, 
0,0,30.5,26,0,2,1,0,1208.333333,1,17500,0.0006857, 
1,0,24.416666,17,0,0,0,0,1875,0,23300,0.0755429,141.6429738
0,0,29.5,29,0,1,0,0,2000,0,64000,0.0001875, 
1,0,26.75,64,3,0,0,1,1628,0,4884,0.0130068,21.1750004
1,1,27.166666,5,0,1,1,0,1583.333333,0,26000,0.0772308,122.2820468
1,0,22.5,14,1,0,0,0,1250,0,24500,0.250719,313.3987263
1,0,37.0833321,36,2,0,0,1,5583.333333,0,22333.33398,0.0891445,497.723323
0,0,19.5,12,0,0,0,0,2166.666667,0,26000,0.0004615, 
1,1,21.833334,12,0,0,0,0,1333.333333,0,49000,0.0299904,39.9872114
1,0,23.25,36,2,0,0,0,2000,0,14400,0.1877141,375.4282296
1,0,35.0833321,13,1,0,0,1,3333.333333,0,27500,0.0393682,131.2272747
0,0,23.666666,180,0,6,0,0,1916.666667,0,23000,0.0005217, 
1,0,45.5833321,43,4,1,1,1,5833.333333,1,14000,0.0787821,459.5624904
1,1,24.083334,24,2,0,0,1,2166.666667,0,8666.666992,0.0421888,91.4091654
0,0,23.083334,37,0,0,1,0,666.6666667,1,26000,0.0004615, 
1,1,20.333334,10,0,0,0,0,896,0,16752,0.1757384,157.461628
1,0,32.0833321,18,0,0,0,0,2000,0,24000,0.0005,1
1,0,32.9166679,6,0,0,0,0,2500,0,30000,0.0609213,152.3033343
